1.73205,0.877383
1.73223,0.898204
1.73156,0.912335
1.73046,0.925356
1.72919,0.940763
1.72767,0.957593
1.72578,0.97434
1.72348,0.99039
1.72078,1.0061
1.71772,1.02184
1.71431,1.03766
1.71051,1.05344
1.70634,1.06908
1.7018,1.08458
1.69687,1.09996
1.69158,1.11523
1.68591,1.13038
1.67987,1.14537
1.67346,1.16022
1.66669,1.17489
1.65955,1.1894
1.65207,1.20373
1.64423,1.21787
1.63605,1.23181
1.62753,1.24555
1.61868,1.25908
1.6095,1.27239
1.60001,1.28547
1.59021,1.29833
1.58011,1.31095
1.56972,1.32333
1.55904,1.33547
1.54808,1.34736
1.53686,1.35899
1.52538,1.37037
1.51365,1.3815
1.50168,1.39236
1.48947,1.40296
1.47705,1.4133
1.46441,1.42338
1.45156,1.43319
1.43851,1.44273
1.42527,1.45201
1.41186,1.46103
1.39826,1.46978
1.3845,1.47826
1.37059,1.48648
1.35652,1.49444
1.3423,1.50214
1.32795,1.50958
1.31347,1.51676
1.29886,1.52368
1.28413,1.53035
1.26929,1.53676
1.25435,1.54292
1.2393,1.54883
1.22416,1.5545
1.20893,1.55991
1.19362,1.56509
1.17822,1.57002
1.16275,1.57471
1.14721,1.57916
1.13161,1.58337
1.11594,1.58735
1.10021,1.5911
1.08444,1.59461
1.06861,1.5979
1.05274,1.60096
1.03682,1.60379
1.02087,1.6064
1.00488,1.60879
0.988862,1.61096
0.972815,1.61291
0.956743,1.61464
0.94065,1.61616
0.924538,1.61746
0.908409,1.61855
0.892269,1.61943
0.876118,1.62009
0.859959,1.62055
0.843796,1.6208
0.827632,1.62084
0.811468,1.62068
0.795307,1.62031
0.779152,1.61974
0.763006,1.61896
0.746871,1.61798
0.73075,1.61679
0.714644,1.61541
0.698557,1.61382
0.682492,1.61203
0.66645,1.61004
0.650434,1.60785
0.634447,1.60546
0.618491,1.60287
0.602569,1.60007
0.586684,1.59708
0.570839,1.59388
0.555035,1.59048
0.539277,1.58688
0.523566,1.58307
0.507907,1.57906
0.492301,1.57484
0.476754,1.57041
0.461267,1.56578
0.445844,1.56093
0.43049,1.55588
0.415207,1.55061
0.399999,1.54512
0.384871,1.53943
0.369829,1.53351
0.354877,1.52736
0.340022,1.52098
0.32527,1.51436
0.310624,1.5075
0.296089,1.50042
0.281669,1.49311
0.267369,1.4856
0.253197,1.47785
0.239172,1.46985
0.225312,1.46153
0.211639,1.45286
0.198169,1.44378
0.184909,1.43433
0.171847,1.42462
0.158967,1.41479
0.146257,1.40494
0.133703,1.39521
0.121328,1.38557
0.109246,1.37565
0.0975831,1.36504
0.0864649,1.35331
0.0760179,1.34005
0.0663681,1.32482
0.0575869,1.3075
0.049615,1.28863
0.042374,1.26885
0.0357854,1.2488
0.0297709,1.22913
0.0242521,1.21048
0.0191505,1.19349
0.0143878,1.1788
0.00988558,1.16705
0.00556539,1.15889
0.00134886,1.15496
-0.00284242,1.15583
-0.00708685,1.16134
-0.0114628,1.17085
-0.0160488,1.18372
-0.0209231,1.1993
-0.0261642,1.21696
-0.0318504,1.23605
-0.0380602,1.25593
-0.044872,1.27595
-0.0523641,1.29548
-0.060615,1.31388
-0.0697029,1.33049
-0.0796507,1.34497
-0.090351,1.35764
-0.101678,1.36893
-0.113504,1.37924
-0.125705,1.38901
-0.138154,1.39865
-0.150762,1.40844
-0.163531,1.41829
-0.176474,1.4281
-0.189605,1.43773
-0.202938,1.44706
-0.216482,1.45599
-0.230224,1.46453
-0.244145,1.47273
-0.258224,1.48064
-0.272444,1.48829
-0.286787,1.49574
-0.301248,1.50296
-0.315823,1.50997
-0.330508,1.51674
-0.345297,1.52328
-0.360187,1.52957
-0.375172,1.53564
-0.390245,1.54148
-0.405402,1.5471
-0.420637,1.55251
-0.435946,1.5577
-0.451325,1.56268
-0.466771,1.56745
-0.48228,1.57201
-0.497848,1.57636
-0.513473,1.58051
-0.529151,1.58445
-0.544879,1.58818
-0.560654,1.59171
-0.576473,1.59504
-0.592333,1.59817
-0.608231,1.60109
-0.624165,1.60381
-0.640133,1.60633
-0.65613,1.60866
-0.672156,1.61077
-0.688206,1.61269
-0.70428,1.61441
-0.720373,1.61592
-0.736485,1.61724
-0.752612,1.61835
-0.768751,1.61926
-0.7849,1.61996
-0.801057,1.62046
-0.817219,1.62076
-0.833384,1.62085
-0.849548,1.62074
-0.86571,1.62041
-0.881866,1.61988
-0.898014,1.61914
-0.914151,1.61819
-0.930273,1.61702
-0.946379,1.61564
-0.962465,1.61405
-0.978529,1.61224
-0.994566,1.61021
-1.01057,1.60797
-1.02655,1.6055
-1.04249,1.60281
-1.05839,1.5999
-1.07425,1.59676
-1.09006,1.59339
-1.10582,1.58979
-1.12152,1.58596
-1.13717,1.5819
-1.15275,1.5776
-1.16826,1.57306
-1.18371,1.56829
-1.19908,1.56327
-1.21436,1.55801
-1.22956,1.55251
-1.24467,1.54676
-1.25968,1.54076
-1.27459,1.53451
-1.28939,1.52801
-1.30407,1.52125
-1.31863,1.51423
-1.33307,1.50696
-1.34738,1.49943
-1.36154,1.49164
-1.37556,1.48359
-1.38942,1.47527
-1.40312,1.46669
-1.41665,1.45785
-1.43001,1.44874
-1.44318,1.43937
-1.45615,1.42973
-1.46893,1.41982
-1.4815,1.40965
-1.49384,1.39922
-1.50597,1.38853
-1.51785,1.37757
-1.52949,1.36635
-1.54088,1.35488
-1.55201,1.34316
-1.56287,1.33118
-1.57345,1.31895
-1.58374,1.30649
-1.59373,1.29378
-1.60343,1.28084
-1.61281,1.26768
-1.62187,1.25429
-1.6306,1.24068
-1.639,1.22687
-1.64706,1.21286
-1.65477,1.19865
-1.66213,1.18426
-1.66914,1.16969
-1.67578,1.15495
-1.68206,1.14005
-1.68797,1.12501
-1.6935,1.10982
-1.69867,1.0945
-1.70346,1.07906
-1.70787,1.06351
-1.71191,1.04785
-1.71557,1.03211
-1.71886,1.01628
-1.72177,1.00038
-1.72432,0.984416
-1.72649,0.968398
-1.7283,0.952334
-1.72976,0.936233
-1.73085,0.920105
-1.73159,0.903956
-1.73198,0.887795
-1.73203,0.87163
-1.73174,0.855467
-1.73112,0.839314
-1.73017,0.823176
-1.72891,0.80706
-1.72733,0.790972
-1.72544,0.774918
-1.72325,0.758902
-1.72077,0.742928
-1.71799,0.727003
-1.71494,0.711129
-1.71161,0.695311
-1.70801,0.679552
-1.70415,0.663855
-1.70003,0.648224
-1.69566,0.63266
-1.69105,0.617168
-1.68619,0.601748
-1.68111,0.586404
-1.6758,0.571136
-1.67027,0.555947
-1.66453,0.540837
-1.65857,0.52581
-1.65241,0.510864
-1.64605,0.496002
-1.6395,0.481225
-1.63276,0.466532
-1.62584,0.451926
-1.61874,0.437405
-1.61146,0.422972
-1.60401,0.408625
-1.5964,0.394365
-1.58863,0.380193
-1.5807,0.366108
-1.57261,0.35211
-1.56438,0.3382
-1.556,0.324377
-1.54748,0.310641
-1.53882,0.296992
-1.53003,0.283429
