1.73205,0.877383
1.73397,0.900205
1.73487,0.920768
1.73485,0.939352
1.73399,0.95624
1.73237,0.971714
1.73008,0.986054
1.72719,0.999543
1.7238,1.01246
1.71998,1.02509
1.71582,1.03772
1.71141,1.05062
1.70681,1.06404
1.70203,1.07798
1.69704,1.09236
1.69184,1.10708
1.68639,1.12205
1.68068,1.1372
1.67468,1.15241
1.66838,1.16761
1.66174,1.18271
1.65475,1.19762
1.64739,1.21224
1.63965,1.22651
1.63152,1.24042
1.62303,1.25399
1.61419,1.26723
1.605,1.28016
1.5955,1.29279
1.58568,1.30514
1.57557,1.31723
1.56518,1.32907
1.55452,1.34068
1.5436,1.35207
1.53245,1.36326
1.52106,1.37423
1.50944,1.385
1.49761,1.39554
1.48556,1.40587
1.4733,1.41596
1.46085,1.42581
1.4482,1.43543
1.43536,1.44479
1.42234,1.45391
1.40915,1.46276
1.39579,1.47135
1.38228,1.47967
1.3686,1.48773
1.35478,1.49552
1.34082,1.50306
1.32673,1.51033
1.3125,1.51736
1.29816,1.52412
1.2837,1.53064
1.26913,1.53691
1.25447,1.54293
1.2397,1.54871
1.22485,1.55425
1.20992,1.55954
1.19491,1.5646
1.17982,1.56943
1.16466,1.57403
1.14943,1.57841
1.13414,1.58256
1.11879,1.58649
1.10338,1.5902
1.08791,1.5937
1.0724,1.59699
1.05683,1.60007
1.04122,1.60295
1.02557,1.60563
1.00988,1.60811
0.994162,1.61039
0.97841,1.61247
0.962633,1.61434
0.946833,1.616
0.931016,1.61745
0.915186,1.61868
0.899347,1.61968
0.883502,1.62046
0.867657,1.62101
0.851815,1.62132
0.83598,1.62139
0.820157,1.62122
0.804349,1.6208
0.788561,1.62013
0.772796,1.61921
0.757054,1.61804
0.741331,1.61665
0.725626,1.61505
0.709935,1.61326
0.694256,1.61131
0.678587,1.6092
0.662925,1.60696
0.647267,1.6046
0.631611,1.60214
0.615955,1.5996
0.600295,1.597
0.58463,1.59435
0.568956,1.59168
0.553272,1.58899
0.537574,1.58631
0.521863,1.58365
0.506152,1.58097
0.49046,1.57821
0.474807,1.57531
0.459211,1.57221
0.443693,1.56885
0.428271,1.56518
0.412964,1.56113
0.397792,1.55665
0.382774,1.55168
0.36793,1.54615
0.353278,1.54002
0.338837,1.53321
0.324628,1.52568
0.310669,1.51736
0.296979,1.50819
0.283578,1.49812
0.270485,1.48709
0.257713,1.47506
0.245255,1.46213
0.233099,1.44839
0.221233,1.43395
0.209645,1.41893
0.198323,1.40342
0.187254,1.38753
0.176427,1.37137
0.16583,1.35505
0.155451,1.33867
0.145277,1.32234
0.135296,1.30617
0.125498,1.29025
0.115868,1.27471
0.106396,1.25964
0.0970699,1.24516
0.0878767,1.23136
0.0788049,1.21836
0.0698423,1.20626
0.060977,1.19517
0.0521968,1.18519
0.0434898,1.17643
0.0348439,1.16901
0.026247,1.16301
0.0176871,1.15856
0.00915227,1.15576
0.000630326,1.15471
-0.00789073,1.15549
-0.0164229,1.15804
-0.0249783,1.16225
-0.033569,1.16803
-0.0422069,1.17525
-0.0509041,1.18382
-0.0596727,1.19362
-0.0685247,1.20455
-0.0774721,1.21651
-0.086527,1.22939
-0.0957015,1.24307
-0.105008,1.25746
-0.114457,1.27245
-0.124062,1.28793
-0.133835,1.30379
-0.143788,1.31994
-0.153933,1.33625
-0.164281,1.35263
-0.174845,1.36896
-0.185637,1.38515
-0.196669,1.40109
-0.207953,1.41666
-0.219501,1.43176
-0.231325,1.44629
-0.243438,1.46014
-0.25585,1.4732
-0.268575,1.48537
-0.281621,1.49655
-0.294977,1.50676
-0.308625,1.51606
-0.322546,1.5245
-0.33672,1.53214
-0.351127,1.53905
-0.365749,1.54528
-0.380566,1.5509
-0.395559,1.55595
-0.41071,1.5605
-0.425998,1.56461
-0.441404,1.56833
-0.456909,1.57173
-0.472495,1.57486
-0.488141,1.57779
-0.503828,1.58057
-0.519538,1.58326
-0.53525,1.58592
-0.55095,1.58859
