1.73205,0.877383
1.73415,0.894075
1.73577,0.910564
1.73693,0.926849
1.73763,0.942931
1.73788,0.95881
1.73768,0.974484
1.73706,0.989955
1.736,1.00522
1.73453,1.02028
1.73265,1.03514
1.73037,1.0498
1.72769,1.06425
1.72463,1.07849
1.72118,1.09254
1.71737,1.10637
1.7132,1.12001
1.70867,1.13343
1.7038,1.14666
1.69859,1.15967
1.69305,1.17249
1.68719,1.1851
1.68102,1.1975
1.67454,1.2097
1.66776,1.22169
1.66069,1.23348
1.65335,1.24506
1.64573,1.25644
1.63784,1.26761
1.6297,1.27857
1.6213,1.28933
1.61267,1.29989
1.6038,1.31023
1.59471,1.32038
1.5854,1.33031
1.57589,1.34004
1.56617,1.34956
1.55626,1.35888
1.54616,1.36799
1.53589,1.3769
1.52545,1.38559
1.51485,1.39408
1.50409,1.40237
1.4932,1.41045
1.48216,1.41832
1.471,1.42598
1.45971,1.43344
1.44832,1.44068
1.43682,1.44773
1.42522,1.45456
1.41354,1.46119
1.40177,1.46761
1.38994,1.47382
1.37803,1.47983
1.36605,1.48563
1.35401,1.49124
1.3419,1.49665
1.32972,1.50188
1.31748,1.50691
1.30518,1.51176
1.29282,1.51642
1.2804,1.52091
1.26792,1.52522
1.25539,1.52936
1.2428,1.53333
1.23016,1.53713
1.21747,1.54078
1.20472,1.54426
1.19193,1.54758
1.17909,1.55075
1.1662,1.55378
1.15327,1.55665
1.1403,1.55938
1.12728,1.56198
1.11423,1.56443
1.10113,1.56675
1.088,1.56894
1.07483,1.571
1.06162,1.57294
1.04838,1.57476
1.03511,1.57646
1.02181,1.57804
1.00848,1.57952
0.995127,1.58088
0.981743,1.58214
0.968335,1.5833
0.954903,1.58436
0.941449,1.58533
0.927975,1.5862
0.914482,1.58699
0.900971,1.58768
0.887443,1.5883
0.873901,1.58884
0.860345,1.5893
0.846778,1.58968
0.833199,1.59
0.819612,1.59026
0.806016,1.59044
0.792415,1.59057
0.778808,1.59064
0.765198,1.59066
0.751586,1.59063
0.737973,1.59055
0.724362,1.59043
0.710752,1.59027
0.697146,1.59007
0.683545,1.58983
0.66995,1.58956
0.656363,1.58927
